entry_date,exit_date,days_held,direction,entry_eu,exit_eu,entry_gb,exit_gb,beta,gross_pnl,cost,net_pnl,z_entry,z_exit
2021-08-06,2021-08-18,12,LONG_SPREAD,1.1835720539093018,1.1709738969802856,1.3927576541900635,1.3740416765213013,1.008290740153446,627.29900473155,25.12436110230169,602.1746436292483,-2.409665198518597,-0.4287687454716095
2021-10-06,2021-11-05,30,LONG_SPREAD,1.1596084833145142,1.1555349826812744,1.3627691268920898,1.3508602380752563,0.5399370921762957,235.6550165572138,18.099056382644434,217.55596017456935,-2.481211353245993,0.02707721832543877
2021-11-17,2021-11-29,12,LONG_SPREAD,1.1321182250976562,1.1293182373046875,1.3424620628356934,1.334098219871521,0.7447435957965264,342.8930690846454,21.171153936947896,321.7219151476975,-2.096259921528176,-0.3191475143566361
2022-01-05,2022-02-14,40,LONG_SPREAD,1.1283625364303589,1.1365057229995728,1.353143334388733,1.3569625616073608,0.7052417490543436,544.970808551275,20.578626235815154,524.3921823154599,-2.6183184841048672,0.20210473970171466
2022-02-25,2022-03-10,13,LONG_SPREAD,1.11906898021698,1.107382893562317,1.337327480316162,1.3185653686523438,0.24437451352738374,-710.1104744071022,13.665617702910756,-723.7760921100129,-2.1291161379747603,-0.09090657157584649
2022-03-30,2022-04-05,6,SHORT_SPREAD,1.1091516017913818,1.0975863933563232,1.3093804121017456,1.3114582300186157,0.8382812819660623,1330.7004302104529,22.574219229490936,1308.126210980962,2.590554421943124,-0.1402496904363356
2022-04-27,2022-05-02,5,SHORT_SPREAD,1.0643619298934937,1.0535964965820312,1.2583998441696167,1.2573871612548828,0.878088516228348,987.6208073453924,23.171327743425223,964.4494796019673,2.054547420755536,0.15976097731134
2022-05-06,2022-05-13,7,SHORT_SPREAD,1.0539740324020386,1.0379581451416016,1.2364147901535034,1.220613718032837,0.7733915350408558,379.54718377434733,21.600873025612838,357.9463107487345,2.2782667348999976,0.11557035013818082
2022-07-07,2022-07-20,13,LONG_SPREAD,1.0186411142349243,1.0231330394744873,1.1923214197158813,1.2003505229949951,0.45603923166156635,83.03391492245817,16.840588474923496,66.19332644753467,-2.7269424859964837,-0.2853759749918445
2022-07-28,2022-08-19,22,LONG_SPREAD,1.0209290981292725,1.0089900493621826,1.2163082361221313,1.193274736404419,0.8587330462907864,784.0578612239296,22.880995694361797,761.1768655295679,-2.2686717266606027,-0.3798987994305127
2022-09-01,2022-09-22,21,SHORT_SPREAD,1.003905177116394,0.983071506023407,1.1598505973815918,1.1255937814712524,0.9629583844360938,-1215.4217011957999,24.44437576654141,-1239.8660769623414,2.404641976381527,-0.08239455155191013
2022-10-14,2022-10-19,5,LONG_SPREAD,0.975134015083313,0.9863878488540649,1.1303905248641968,1.134429931640625,0.42220966486700984,954.8357189414664,16.333144973005147,938.5025739684613,-2.020567128702221,-0.15142863074287494
2022-11-09,2022-11-22,13,SHORT_SPREAD,1.008084774017334,1.0245691537857056,1.1552680730819702,1.1827600002288818,0.41528588467546457,-506.7370481732969,16.22928827013197,-522.9663364434289,2.089355071544915,0.46238121814083455
2022-12-16,2023-01-19,34,SHORT_SPREAD,1.064056158065796,1.0797853469848633,1.2189176082611084,1.2347661256790161,0.6943491803453401,-472.4783840254315,20.415237705180104,-492.89362173061164,2.1238998470757657,0.16122518604394082
2023-02-06,2023-02-22,16,SHORT_SPREAD,1.079086184501648,1.065200924873352,1.2045146226882935,1.2109322547912598,0.8986919026720523,1965.2733633559935,23.480378540080785,1941.7929848159126,2.229875144105184,-0.03559068303012286
2023-05-10,2023-06-22,43,LONG_SPREAD,1.096467137336731,1.0992635488510132,1.2624667882919312,1.2772045135498047,0.7500278857591635,-825.7293401780082,21.250418286387454,-846.9797584643957,-2.590741594698894,0.12853639389075627
2023-09-22,2023-10-05,13,SHORT_SPREAD,1.0661548376083374,1.0507071018218994,1.2294225692749023,1.2137395143508911,0.8388834980445552,229.1479811758561,22.583252470668327,206.56472870518778,2.126887111333475,0.3922053950880954
2023-10-20,2023-11-29,40,SHORT_SPREAD,1.0586491823196411,1.100594401359558,1.2137248516082764,1.2712295055389404,0.6925519686545581,-212.02577534365219,20.388279529818373,-232.41405487347055,2.017133385968903,0.4715502378800231
2023-12-04,2023-12-14,10,LONG_SPREAD,1.088814616203308,1.0886130332946777,1.2713103294372559,1.2622915506362915,0.8034770516999085,704.4798892302105,22.052155775498626,682.4277334547119,-2.1658190971408904,-0.38705599616138603
2024-03-11,2024-03-22,11,LONG_SPREAD,1.0942955017089844,1.0862362384796143,1.2855123281478882,1.2661913633346558,1.2527235009749997,1614.4563453677183,28.790852514624998,1585.6654928530934,-2.579473071804243,0.3627652887892304
2024-04-22,2024-04-29,7,SHORT_SPREAD,1.065825343132019,1.0706866979599,1.2375777959823608,1.2510477304458618,0.8074396301213387,601.4804073087041,22.111594451820082,579.368812856884,3.07046013448295,-0.4170094454267395
2024-05-10,2024-05-20,10,SHORT_SPREAD,1.078515887260437,1.0875475406646729,1.2525677680969238,1.2706480026245117,0.7428932850722506,440.0031418840658,21.143399276083763,418.85974260798207,2.4302779143150204,0.22232782416268942
2024-05-23,2024-07-05,43,LONG_SPREAD,1.0825204849243164,1.0810693502426147,1.2721028327941895,1.2755752801895142,0.7361568849976979,-400.74007395622664,21.04235327496547,-421.7824272311921,-2.2742542521557376,-0.2204899158621762
2024-08-06,2024-08-26,20,SHORT_SPREAD,1.0950982570648193,1.1187934875488281,1.2788705825805664,1.3212658166885376,0.43456974279944527,-527.1544501785479,16.518546141991678,-543.6729963205396,2.5653685778750486,0.44194122636600675
2024-10-16,2024-11-01,16,LONG_SPREAD,1.0884116888046265,1.0886130332946777,1.3065917491912842,1.2897733449935913,0.4737054532365562,816.8314273234971,17.105581798548343,799.7258455249488,-2.1719559780933957,-0.24230629910125948
2024-12-11,2024-12-16,5,LONG_SPREAD,1.0532968044281006,1.051005244255066,1.2780042886734009,1.2627378702163696,0.9285439583018846,1188.398045015008,23.92815937452827,1164.4698856404796,-2.4806709641773526,0.29862386733962754
2025-01-10,2025-01-30,20,SHORT_SPREAD,1.0297601222991943,1.0425245761871338,1.2299367189407349,1.245530128479004,0.9537514710658017,210.77833981161507,24.306272065987027,186.47206774562804,2.674256502337798,0.49068147888115216
2025-03-05,2025-03-21,16,SHORT_SPREAD,1.062699317932129,1.0856702327728271,1.2794268131256104,1.2967981100082397,0.4444399579969516,-1525.0416383829859,16.666599369954273,-1541.7082377529402,2.2170202968998294,0.43404312979220294
2025-04-07,2025-04-23,16,SHORT_SPREAD,1.098454475402832,1.1351252794265747,1.2910722494125366,1.327316164970398,0.840245216656254,-621.7027343356513,22.60367824984381,-644.3064125854951,2.7939286795939684,0.4670656966229242
2025-07-01,2025-08-15,45,SHORT_SPREAD,1.178717017173767,1.1651345491409302,1.3730605840682983,1.3530701398849487,0.7116141340658407,-64.30145942889408,20.67421201098761,-84.9756714398817,2.0018003227840033,0.42324487698827756
2025-09-17,2025-10-07,20,SHORT_SPREAD,1.1871408224105835,1.171028733253479,1.365392804145813,1.3484903573989868,0.5305680588407053,714.4190796982535,17.958520882610582,696.4605588156429,2.5854130018418062,0.26374785829867176
2025-10-29,2025-11-03,5,SHORT_SPREAD,1.1657865047454834,1.1528042554855347,1.3279330730438232,1.3134735822677612,0.6028247213466817,426.5710762054233,19.042370820200226,407.5287053852231,2.028204832750239,0.1929909625504726
2025-11-14,2025-11-21,7,SHORT_SPREAD,1.1631964445114136,1.1534557342529297,1.3152183294296265,1.308489441871643,0.5006916247542605,637.161261428845,17.510374371313908,619.6508870575311,2.26413313099908,0.2673348448910038
2025-12-15,2026-01-02,18,SHORT_SPREAD,1.1737639904022217,1.175046682357788,1.3367732763290405,1.347363829612732,0.5023533793719653,403.7508275914836,17.535300690579483,386.2155269009041,2.0356122067452116,0.47331946708140815
2026-01-28,2026-02-02,5,SHORT_SPREAD,1.2017642259597778,1.1849182844161987,1.3824374675750732,1.3679141998291016,0.524448243260663,922.9239287800006,17.866723648909947,905.0572051310907,2.6238623444156426,-0.23293646723134462
2026-03-09,2026-03-23,14,LONG_SPREAD,1.152325987815857,1.1560158729553223,1.3301055431365967,1.3331555128097534,0.6896625666942131,158.64352263365456,20.3449385004132,138.29858413324135,-2.144195699019657,-0.2575006326215573
